Branch,Cutoff,Category,College,College Code,Location
CE,88999,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,14852,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,29605,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,53859,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,73976,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,21126,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,181340,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,34713,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,109952,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,18617,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,34199,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,65906,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,84810,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,27880,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,1G,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,35414,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,138315,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,21523,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,34676,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,79969,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,93464,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,28682,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,2AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,27142,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,125698,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,21039,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,35316,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,64289,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,81667,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,29733,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,2BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,27084,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,156307,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,15340,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,30863,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,62911,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,81255,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,24233,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,3AG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,103542,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,16854,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,30897,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,53861,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,78758,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,23409,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,3BG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,80430,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,126133,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,33913,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,60051,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,99194,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,148462,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,55801,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,SCG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,57582,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,112847,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,25541,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,39177,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,43960,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,STG,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,51678,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CE,103748,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
CS,25788,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EC,33826,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
EE,,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ET,178815,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
IE,28383,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
ME,,GMK,Jawaharlal Nehru National College of Engineering,E065,Shimoga
AI,15788,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,13116,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,44612,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,8096,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,17387,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,24431,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,12264,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,112555,GM,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,28946,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,15156,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,50869,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,13729,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,28005,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,28561,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,14086,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,170705,1G,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,22631,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,17717,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,60199,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,11892,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,22151,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,29518,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,15416,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,178921,2AG,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,16769,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,15886,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,59024,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,14271,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,26341,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,34094,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,20263,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,158980,2BG,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,18048,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,13725,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,45642,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,8929,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,17774,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,26555,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,12353,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,121051,3AG,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,16892,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,13276,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,46954,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,9336,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,19697,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,25004,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,12900,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,144365,3BG,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,34465,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,34037,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,59991,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,29711,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,43628,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,51579,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,37833,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,167128,SCG,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,24624,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,13527,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,24136,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,26724,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,116267,STG,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,61890,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
BS,,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
CA CS,48974,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
CE,60088,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
CS,14440,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
EC,28260,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
EE,43313,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
IE,26153,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
ME,180803,GMK,Vidya Vardhaka College of Engineering,E071,Mysuru
AI,37668,GM,Ballari Institute of Technology and Management,E075,Bellary
BS,,GM,Ballari Institute of Technology and Management,E075,Bellary
CE,103110,GM,Ballari Institute of Technology and Management,E075,Bellary
CS,2009,GM,Ballari Institute of Technology and Management,E075,Bellary
EC,44355,GM,Ballari Institute of Technology and Management,E075,Bellary
EE,68043,GM,Ballari Institute of Technology and Management,E075,Bellary
ME,181822,GM,Ballari Institute of Technology and Management,E075,Bellary
AI,,1G,Ballari Institute of Technology and Management,E075,Bellary
BS,,1G,Ballari Institute of Technology and Management,E075,Bellary
CE,151811,1G,Ballari Institute of Technology and Management,E075,Bellary
CS,24849,1G,Ballari Institute of Technology and Management,E075,Bellary
EC,65320,1G,Ballari Institute of Technology and Management,E075,Bellary
EE,,1G,Ballari Institute of Technology and Management,E075,Bellary
ME,,1G,Ballari Institute of Technology and Management,E075,Bellary
AI,46356,2AG,Ballari Institute of Technology and Management,E075,Bellary
BS,,2AG,Ballari Institute of Technology and Management,E075,Bellary
CE,170157,2AG,Ballari Institute of Technology and Management,E075,Bellary
CS,24682,2AG,Ballari Institute of Technology and Management,E075,Bellary
EC,61796,2AG,Ballari Institute of Technology and Management,E075,Bellary
EE,85678,2AG,Ballari Institute of Technology and Management,E075,Bellary
ME,,2AG,Ballari Institute of Technology and Management,E075,Bellary
AI,,2BG,Ballari Institute of Technology and Management,E075,Bellary
BS,,2BG,Ballari Institute of Technology and Management,E075,Bellary
CE,,2BG,Ballari Institute of Technology and Management,E075,Bellary
CS,23597,2BG,Ballari Institute of Technology and Management,E075,Bellary
EC,48458,2BG,Ballari Institute of Technology and Management,E075,Bellary
EE,108038,2BG,Ballari Institute of Technology and Management,E075,Bellary
ME,,2BG,Ballari Institute of Technology and Management,E075,Bellary
AI,42897,3AG,Ballari Institute of Technology and Management,E075,Bellary
BS,,3AG,Ballari Institute of Technology and Management,E075,Bellary
CE,,3AG,Ballari Institute of Technology and Management,E075,Bellary
CS,21170,3AG,Ballari Institute of Technology and Management,E075,Bellary
EC,44648,3AG,Ballari Institute of Technology and Management,E075,Bellary
EE,71737,3AG,Ballari Institute of Technology and Management,E075,Bellary
ME,,3AG,Ballari Institute of Technology and Management,E075,Bellary
AI,42399,3BG,Ballari Institute of Technology and Management,E075,Bellary
BS,,3BG,Ballari Institute of Technology and Management,E075,Bellary
CE,137966,3BG,Ballari Institute of Technology and Management,E075,Bellary
CS,,3BG,Ballari Institute of Technology and Management,E075,Bellary
EC,47003,3BG,Ballari Institute of Technology and Management,E075,Bellary
EE,71753,3BG,Ballari Institute of Technology and Management,E075,Bellary
ME,,3BG,Ballari Institute of Technology and Management,E075,Bellary
AI,52451,GMK,Ballari Institute of Technology and Management,E075,Bellary
BS,,GMK,Ballari Institute of Technology and Management,E075,Bellary
CE,115930,GMK,Ballari Institute of Technology and Management,E075,Bellary
CS,,GMK,Ballari Institute of Technology and Management,E075,Bellary
EC,47751,GMK,Ballari Institute of Technology and Management,E075,Bellary
EE,,GMK,Ballari Institute of Technology and Management,E075,Bellary
ME,,GMK,Ballari Institute of Technology and Management,E075,Bellary
AI,88799,SCG,Ballari Institute of Technology and Management,E075,Bellary
BS,,SCG,Ballari Institute of Technology and Management,E075,Bellary
CE,176986,SCG,Ballari Institute of Technology and Management,E075,Bellary
CS,40751,SCG,Ballari Institute of Technology and Management,E075,Bellary
EC,82750,SCG,Ballari Institute of Technology and Management,E075,Bellary
EE,97946,SCG,Ballari Institute of Technology and Management,E075,Bellary
ME,,SCG,Ballari Institute of Technology and Management,E075,Bellary
AI,,STG,Ballari Institute of Technology and Management,E075,Bellary
BS,,STG,Ballari Institute of Technology and Management,E075,Bellary
CE,159532,STG,Ballari Institute of Technology and Management,E075,Bellary
CS,33381,STG,Ballari Institute of Technology and Management,E075,Bellary
EC,,STG,Ballari Institute of Technology and Management,E075,Bellary
EE,108505,STG,Ballari Institute of Technology and Management,E075,Bellary
ME,,STG,Ballari Institute of Technology and Management,E075,Bellary
CE,182776,GM,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
CS,41792,GM,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EC,74068,GM,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EE,129323,GM,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
ME,182795,GM,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
CS,51539,2AG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EC,75984,2AG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EE,156218,2AG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EC,109134,2BG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EE,164404,2BG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
CS,52552,3AG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EC,76301,3AG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EE,166305,3AG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EC,77394,3BG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
CS,69389,SCG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EC,125718,SCG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
EE,171634,SCG,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
CS,57622,GMK,Proudadevaraya Institute of Technology Indiranagar,E076,Ballari DT
CE,96904,GM,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
CS,20088,GM,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
EC,41835,GM,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
EE,81383,GM,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
IE,30065,GM,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
ME,181232,GM,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
CE,,1G,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
CS,21963,1G,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
EC,52059,1G,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
EE,132659,1G,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
IE,31967,1G,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
ME,,1G,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
CE,150694,2AG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
CS,25253,2AG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
EC,53482,2AG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
EE,145179,2AG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
IE,36810,2AG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
ME,,2AG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
CE,151990,2BG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
CS,29266,2BG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
EC,52933,2BG,Vidya Vikas Institute of Engineering and Technology,E077,Mysuru
